"","charact","end","film","good","life","make","movi","onli","perform","play","scene","stori","time","veri","work","year","class","bad","plot"
"character(0)579",1,0,0,0,0,0,5,1,3,0,4,0,1,0,0,0,"Positive",0,0
"character(0)580",0,1,0,1,0,1,9,0,0,1,0,0,1,1,0,0,"Positive",0,0
"character(0)581",0,2,0,1,1,1,2,1,4,2,2,2,1,1,1,1,"Positive",0,0
"character(0)582",5,0,0,0,0,1,0,0,2,2,4,3,3,4,4,0,"Positive",0,0
"character(0)583",2,1,0,0,0,0,6,1,1,2,1,1,5,0,0,2,"Positive",0,0
"character(0)584",0,0,0,0,3,0,0,1,0,0,1,1,1,0,0,0,"Positive",0,0
"character(0)585",3,1,0,0,4,3,1,4,3,2,2,0,2,7,0,0,"Positive",0,0
"character(0)586",2,1,0,0,0,2,0,0,1,2,1,2,2,0,0,1,"Positive",0,0
"character(0)587",1,0,0,0,1,1,2,0,0,0,0,1,0,1,1,1,"Positive",0,0
"character(0)588",2,0,0,0,1,0,5,0,1,5,0,2,1,3,1,0,"Positive",0,0
"character(0)589",5,3,0,0,0,2,2,1,2,0,1,4,2,2,4,2,"Positive",0,0
"character(0)590",1,0,0,0,0,0,7,3,0,0,0,0,0,0,1,1,"Positive",0,0
"character(0)591",4,0,0,1,1,5,4,0,1,1,1,0,2,0,0,1,"Positive",0,0
"character(0)592",0,1,0,0,2,1,0,0,0,0,0,0,1,0,2,0,"Positive",0,0
"character(0)593",3,0,0,2,1,0,2,0,1,0,0,0,3,0,0,1,"Positive",0,0
"character(0)594",1,1,0,0,2,1,1,2,2,1,1,1,2,3,0,1,"Positive",0,0
"character(0)595",0,0,0,2,0,2,4,1,0,1,0,0,0,0,1,1,"Positive",0,0
"character(0)596",2,2,0,0,1,2,4,1,0,0,0,0,3,2,0,2,"Positive",0,0
"character(0)597",3,1,0,4,2,3,5,1,1,7,4,3,10,3,1,5,"Positive",0,0
"character(0)598",1,3,0,0,0,1,2,1,0,1,0,0,2,1,0,0,"Positive",0,0
"character(0)599",1,0,0,0,0,3,3,2,0,0,0,1,0,1,0,0,"Positive",0,0
"character(0)600",2,2,0,3,4,0,4,2,1,3,0,0,4,0,0,1,"Positive",0,0
"character(0)601",5,2,0,3,2,3,11,2,1,1,4,4,1,1,0,0,"Positive",0,0
"character(0)602",0,1,0,1,1,2,2,0,0,0,2,1,2,1,0,0,"Positive",0,0
"character(0)603",2,2,0,4,1,0,1,0,1,3,2,1,1,4,0,3,"Positive",0,0
"character(0)604",3,0,0,1,3,2,0,2,2,3,1,5,2,0,0,4,"Positive",0,0
"character(0)605",4,1,0,2,0,2,1,1,1,0,0,0,0,1,1,0,"Positive",0,0
"character(0)606",2,1,0,5,1,1,10,1,1,4,2,0,2,3,4,2,"Positive",0,0
"character(0)607",0,2,0,0,0,0,5,1,0,0,2,1,1,0,1,2,"Positive",0,0
"character(0)608",5,1,0,0,0,4,2,1,0,2,3,4,5,0,2,0,"Positive",0,0
"character(0)609",2,0,0,0,1,2,0,2,0,1,2,3,3,1,0,1,"Positive",0,0
"character(0)610",1,0,0,1,0,1,9,1,0,0,1,0,4,1,0,1,"Positive",0,0
"character(0)611",0,1,0,5,0,1,1,1,2,3,2,1,2,0,0,0,"Positive",0,0
"character(0)612",1,2,0,1,0,2,15,1,1,2,3,2,4,4,2,1,"Positive",0,0
"character(0)613",1,0,0,0,0,0,4,0,1,0,0,1,0,0,0,1,"Positive",0,0
"character(0)614",0,1,0,0,0,1,4,0,0,2,0,0,0,0,0,0,"Positive",0,0
"character(0)615",0,1,0,0,0,4,0,1,4,1,2,0,1,0,0,0,"Positive",0,0
"character(0)616",0,1,0,0,0,1,2,1,2,3,1,0,0,1,1,3,"Positive",0,0
"character(0)617",1,0,0,0,1,1,6,0,1,2,3,0,0,1,0,1,"Positive",0,0
"character(0)618",6,3,0,4,2,8,1,2,6,1,1,3,3,4,1,1,"Positive",0,0
"character(0)619",0,0,0,0,0,1,3,0,0,0,1,1,4,0,0,3,"Positive",0,0
"character(0)620",2,3,0,0,1,4,6,1,3,0,5,0,2,3,0,1,"Positive",0,0
"character(0)621",7,1,0,2,2,5,1,0,1,16,1,0,4,4,1,0,"Positive",0,0
"character(0)622",0,1,0,1,0,2,5,0,0,4,0,2,1,2,1,0,"Positive",0,0
"character(0)623",2,3,0,2,1,2,2,3,1,2,1,3,3,5,0,3,"Positive",0,0
"character(0)624",1,1,0,1,1,2,4,1,3,2,3,2,0,0,2,0,"Positive",0,0
"character(0)625",3,1,0,1,2,1,10,0,1,0,1,1,1,2,0,0,"Positive",0,0
"character(0)626",0,1,0,0,0,1,0,0,1,0,2,1,2,0,1,0,"Positive",0,0
"character(0)627",1,0,0,2,0,3,2,1,3,0,2,1,2,0,2,0,"Positive",0,0
"character(0)628",2,0,0,2,0,1,1,0,0,0,1,6,2,1,0,0,"Positive",0,0
"character(0)629",0,0,0,2,1,2,1,0,0,0,0,1,0,1,0,0,"Positive",0,0
"character(0)630",0,0,0,2,2,2,7,0,1,7,1,3,3,0,1,1,"Positive",0,0
"character(0)631",2,0,0,1,2,3,4,3,1,2,0,2,1,0,0,0,"Positive",0,0
"character(0)632",2,1,0,3,0,2,1,1,1,3,0,1,0,0,1,1,"Positive",0,0
"character(0)633",3,1,0,4,4,5,0,6,0,7,2,0,3,4,0,2,"Positive",0,0
"character(0)634",2,2,0,0,8,0,0,4,2,1,3,1,0,3,2,2,"Positive",0,0
"character(0)635",1,1,0,0,2,2,3,0,2,2,6,1,0,0,0,0,"Positive",0,0
"character(0)636",3,2,0,1,1,2,1,2,0,9,0,0,0,0,0,1,"Positive",0,0
"character(0)637",1,1,0,1,0,3,2,0,1,2,1,1,0,4,1,3,"Positive",0,0
"character(0)638",1,3,0,2,7,3,3,4,0,0,6,3,3,2,0,2,"Positive",0,0
"character(0)639",0,1,0,1,0,0,0,3,0,0,1,0,4,1,2,1,"Positive",0,0
"character(0)640",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,"Positive",0,0
"character(0)641",5,0,0,1,1,0,0,4,0,0,0,1,1,0,2,1,"Positive",0,0
"character(0)642",6,2,0,1,0,1,7,0,0,1,1,4,2,3,0,0,"Positive",0,0
"character(0)643",1,0,0,2,0,0,2,0,0,2,1,2,1,0,0,0,"Positive",0,0
"character(0)644",16,4,0,3,0,6,2,1,5,2,4,4,4,1,3,1,"Positive",0,0
"character(0)645",1,3,0,0,1,0,4,1,0,0,5,0,2,7,3,0,"Positive",0,0
"character(0)646",2,0,0,0,0,0,3,2,1,0,0,0,1,0,0,2,"Positive",0,0
"character(0)647",3,2,0,3,2,1,7,1,0,0,2,1,3,1,3,4,"Positive",0,0
"character(0)648",1,0,0,4,0,2,5,2,0,0,0,3,1,4,1,0,"Positive",0,0
"character(0)649",1,2,0,0,0,0,0,1,0,0,2,0,2,1,0,1,"Positive",0,0
"character(0)650",2,3,0,0,0,1,1,0,0,1,1,0,2,3,2,1,"Positive",0,0
"character(0)651",7,2,0,1,0,1,4,1,0,0,1,2,1,1,0,0,"Positive",0,0
"character(0)652",2,1,0,0,1,2,3,0,3,2,2,2,2,0,4,0,"Positive",0,0
"character(0)653",0,1,0,1,3,3,5,0,0,2,2,4,2,0,0,1,"Positive",0,0
"character(0)654",3,0,0,1,2,1,5,3,1,6,2,0,2,1,3,3,"Positive",0,0
"character(0)655",4,2,0,1,0,3,1,1,0,2,1,0,1,0,2,0,"Positive",0,0
"character(0)656",1,1,0,1,0,4,5,1,0,0,1,0,0,1,0,0,"Positive",0,0
"character(0)657",3,0,0,3,0,1,9,0,2,3,0,1,2,0,0,0,"Positive",0,0
"character(0)658",1,0,0,1,5,2,1,2,1,0,1,0,2,0,5,2,"Positive",0,0
"character(0)659",3,3,0,0,2,3,2,0,2,0,0,0,0,2,0,2,"Positive",0,0
"character(0)660",1,3,0,0,4,4,9,0,0,0,1,10,0,1,0,1,"Positive",0,0
"character(0)661",3,0,0,0,5,0,0,1,1,2,3,3,3,0,2,0,"Positive",0,0
"character(0)662",1,0,0,1,0,2,7,1,0,2,1,1,2,0,0,2,"Positive",0,0
"character(0)663",2,1,0,1,1,1,6,3,0,2,1,2,1,0,1,2,"Positive",0,0
"character(0)664",1,1,0,1,1,2,9,1,1,2,0,1,1,0,0,2,"Positive",0,0
"character(0)665",1,0,0,0,0,1,0,0,0,0,1,2,2,3,1,1,"Positive",0,0
"character(0)666",4,0,0,3,0,7,0,1,0,1,0,2,2,0,2,0,"Positive",0,0
"character(0)667",7,3,0,4,2,1,5,6,1,2,4,3,5,1,3,0,"Positive",0,0
"character(0)668",6,1,0,3,2,1,7,1,3,0,4,0,1,1,1,1,"Positive",0,0
"character(0)669",2,1,0,1,0,4,9,2,1,3,0,2,2,6,0,0,"Positive",0,0
"character(0)670",2,1,0,1,0,0,2,1,0,0,0,0,2,0,3,1,"Positive",0,0
"character(0)671",1,0,0,1,1,1,3,1,4,0,1,2,1,2,3,1,"Positive",0,0
"character(0)672",6,0,0,1,1,1,2,1,0,3,0,2,1,1,3,4,"Positive",0,0
"character(0)673",4,2,0,3,0,1,6,3,4,3,7,1,5,1,7,0,"Positive",0,0
"character(0)674",3,1,0,3,9,2,5,1,1,4,2,1,4,0,2,0,"Positive",0,0
"character(0)675",1,1,0,0,1,1,1,1,2,3,0,0,1,2,3,1,"Positive",0,0
"character(0)676",3,1,0,0,6,5,2,2,3,2,0,0,1,1,1,2,"Positive",0,0
"character(0)677",1,0,0,1,2,2,4,2,0,0,0,1,1,1,2,0,"Positive",0,0
"character(0)678",2,0,0,0,0,1,1,1,0,2,1,3,2,0,3,1,"Positive",0,0
"character(0)679",5,2,0,3,1,1,7,0,3,1,4,1,1,2,0,2,"Positive",0,0
"character(0)680",5,1,0,1,1,0,10,0,0,2,0,0,2,0,4,2,"Positive",0,0
"character(0)681",0,0,0,1,0,1,3,1,0,1,3,1,0,0,5,0,"Positive",0,0
"character(0)682",1,2,0,1,1,1,4,3,0,0,2,1,2,1,0,1,"Positive",0,0
"character(0)683",1,4,0,2,1,6,11,6,0,1,1,1,6,0,1,2,"Positive",0,0
"character(0)684",0,0,0,4,1,0,4,2,0,0,1,3,0,0,1,0,"Positive",0,0
"character(0)685",0,0,0,0,1,0,6,0,3,1,1,1,0,1,0,2,"Positive",0,0
"character(0)686",0,0,0,1,0,0,4,0,0,0,0,0,1,2,0,0,"Positive",0,0
"character(0)687",4,0,0,0,0,1,0,3,8,0,0,0,1,0,0,0,"Positive",0,0
"character(0)688",1,0,0,0,2,1,1,0,0,1,0,0,8,2,0,0,"Positive",0,0
"character(0)689",0,0,0,3,0,1,2,1,0,1,1,0,1,0,1,0,"Positive",0,0
"character(0)690",0,0,0,1,0,0,4,0,1,0,0,1,3,2,0,0,"Positive",0,0
"character(0)691",0,1,0,0,2,1,1,1,2,3,1,0,1,0,0,0,"Positive",0,0
"character(0)692",5,1,0,1,1,2,0,0,3,1,0,3,1,2,1,1,"Positive",0,0
"character(0)693",1,2,0,5,1,4,2,0,5,1,0,0,5,1,1,2,"Positive",0,0
"character(0)694",4,0,0,0,5,2,0,1,0,0,1,1,0,0,0,0,"Positive",0,0
"character(0)695",0,0,0,2,3,2,2,2,1,4,0,1,0,0,0,1,"Positive",0,0
"character(0)696",2,2,0,0,3,1,0,3,0,1,0,5,0,2,1,1,"Positive",0,0
"character(0)697",2,2,0,5,0,1,0,0,0,1,0,0,3,2,0,0,"Positive",0,0
"character(0)698",2,2,0,4,0,4,2,0,1,3,2,0,1,1,1,2,"Positive",0,0
"character(0)699",1,3,0,1,1,2,1,1,0,0,0,0,1,2,0,0,"Positive",0,0
"character(0)700",9,0,0,4,1,5,14,2,0,5,3,1,4,4,5,1,"Positive",0,0
"character(0)701",20,2,0,3,1,2,1,3,2,0,1,5,5,1,2,1,"Positive",0,0
"character(0)702",1,1,0,1,0,0,2,0,1,3,0,1,0,2,3,1,"Positive",0,0
"character(0)703",1,1,0,3,1,0,6,0,0,1,0,0,2,1,0,0,"Positive",0,0
"character(0)704",4,0,0,4,2,5,2,1,0,3,0,0,3,1,1,3,"Positive",0,0
"character(0)705",0,0,0,2,0,1,3,0,2,0,0,2,1,2,1,0,"Positive",0,0
"character(0)706",3,0,0,3,0,1,0,0,6,3,3,1,3,0,0,0,"Positive",0,0
"character(0)707",1,2,0,6,0,9,1,0,2,0,1,0,1,1,0,1,"Positive",0,0
"character(0)708",1,0,0,3,1,2,2,0,1,0,0,2,1,0,2,0,"Positive",0,0
"character(0)709",0,0,0,0,0,1,3,0,3,1,1,2,2,2,0,1,"Positive",0,0
"character(0)710",3,0,0,0,1,1,2,2,1,0,0,0,3,0,1,1,"Positive",0,0
"character(0)711",1,0,0,0,3,0,1,3,1,0,1,0,2,0,4,1,"Positive",0,0
"character(0)712",2,0,0,0,0,4,17,4,0,0,0,0,0,1,0,0,"Positive",0,0
"character(0)713",1,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,"Positive",0,0
"character(0)714",2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,"Positive",0,0
"character(0)715",0,4,0,3,0,0,4,0,0,2,0,4,0,1,0,0,"Positive",0,0
"character(0)716",2,9,0,1,0,2,0,1,0,0,0,1,1,1,1,0,"Positive",0,0
"character(0)717",4,4,0,0,2,6,3,3,4,3,1,4,3,0,3,4,"Positive",0,0
"character(0)718",0,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,"Positive",0,0
"character(0)719",1,1,0,1,6,4,2,1,2,0,3,2,0,1,1,0,"Positive",0,0
"character(0)720",2,0,0,2,0,3,9,1,0,1,1,1,0,1,3,0,"Positive",0,0
"character(0)721",1,1,0,1,1,4,0,4,1,1,1,4,2,1,0,0,"Positive",0,0
"character(0)722",0,0,0,0,2,0,1,3,2,0,0,3,2,0,1,1,"Positive",0,0
"character(0)723",0,0,0,2,0,2,1,1,0,0,0,0,3,1,1,2,"Positive",0,0
"character(0)724",1,0,0,1,0,0,1,2,1,1,0,1,1,0,0,1,"Positive",0,0
"character(0)725",0,0,0,0,0,3,3,3,0,2,1,1,2,0,0,2,"Positive",0,0
"character(0)726",1,1,0,1,0,1,0,1,1,5,0,0,1,1,0,0,"Positive",0,0
"character(0)727",1,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,"Positive",0,0
"character(0)728",1,1,0,4,2,3,7,1,4,12,8,1,1,0,7,2,"Positive",0,0
"character(0)729",1,0,0,0,2,3,6,0,3,5,2,7,2,0,1,1,"Positive",0,0
"character(0)730",1,1,0,0,0,1,4,1,1,5,0,7,1,0,1,0,"Positive",0,0
"character(0)731",5,0,0,0,0,5,0,0,3,0,4,1,0,1,0,0,"Positive",0,0
"character(0)732",1,0,0,1,4,0,2,2,1,1,0,2,1,0,0,1,"Positive",0,0
"character(0)733",2,2,0,0,1,4,3,1,6,2,3,2,1,1,0,3,"Positive",0,0
"character(0)734",2,0,0,2,0,2,6,0,1,1,0,3,0,1,2,0,"Positive",0,0
"character(0)735",4,0,0,1,0,1,1,2,1,1,5,0,3,2,1,0,"Positive",0,0
"character(0)736",6,0,0,1,0,0,2,0,0,2,1,0,0,0,0,1,"Positive",0,0
"character(0)737",1,0,0,0,1,0,2,1,0,1,1,1,0,2,1,0,"Positive",0,0
"character(0)738",2,0,0,0,0,7,4,2,0,2,1,0,0,0,0,1,"Positive",0,0
"character(0)739",1,0,0,0,1,1,5,2,1,0,1,0,0,2,1,1,"Positive",0,0
"character(0)740",7,3,0,4,0,4,17,3,2,2,2,0,0,2,1,0,"Positive",0,0
"character(0)741",1,1,0,1,0,0,2,1,0,0,1,2,1,2,0,1,"Positive",0,0
"character(0)742",0,0,0,0,0,2,4,1,0,2,5,0,1,3,1,0,"Positive",0,0
"character(0)743",2,1,0,3,11,2,9,1,1,0,3,5,2,0,3,2,"Positive",0,0
"character(0)744",0,0,0,0,1,4,4,2,0,0,0,0,4,0,0,3,"Positive",0,0
"character(0)745",2,1,0,0,0,0,0,1,1,4,3,3,2,0,0,3,"Positive",0,0
"character(0)746",3,1,0,3,1,2,7,0,1,0,2,0,3,2,1,1,"Positive",0,0
"character(0)747",1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,"Positive",0,0
"character(0)748",1,1,0,2,1,2,6,3,0,0,0,0,0,0,0,4,"Positive",0,0
"character(0)749",2,1,0,0,0,0,0,0,1,1,1,2,0,0,1,0,"Positive",0,0
"character(0)750",1,3,0,4,1,0,1,0,4,0,7,0,0,2,0,0,"Positive",0,0
"character(0)751",0,1,0,1,5,0,2,1,0,0,0,0,1,5,2,3,"Positive",0,0
"character(0)752",1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,"Positive",0,0
"character(0)753",1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,"Positive",0,0
"character(0)754",0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,"Positive",0,0
"character(0)755",0,0,0,0,0,1,2,0,3,3,0,2,2,0,0,1,"Positive",0,0
"character(0)756",0,1,0,2,2,2,0,0,0,0,0,2,2,0,1,1,"Positive",0,0
"character(0)757",2,0,0,0,0,3,8,2,2,1,1,0,0,0,1,5,"Positive",0,0
"character(0)758",6,1,0,0,0,4,2,1,0,2,0,1,3,1,2,0,"Positive",0,0
"character(0)759",0,1,0,1,0,2,0,1,0,0,0,3,2,4,0,2,"Positive",0,0
"character(0)760",0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,"Positive",0,0
"character(0)761",1,1,0,0,1,0,7,0,0,3,2,0,3,0,0,0,"Positive",0,0
"character(0)762",2,0,0,1,0,1,1,0,0,0,4,1,1,2,1,1,"Positive",0,0
"character(0)763",4,0,0,0,0,1,2,1,1,0,2,1,0,1,0,0,"Positive",0,0
"character(0)764",0,0,0,1,3,1,5,3,0,0,0,0,1,2,2,2,"Positive",0,0
"character(0)765",5,0,0,3,1,1,4,8,0,0,3,3,8,0,0,1,"Positive",0,0
"character(0)766",0,0,0,2,0,0,1,0,1,0,0,2,1,2,0,0,"Positive",0,0
"character(0)767",0,1,0,0,0,1,1,0,3,2,0,0,2,0,0,1,"Positive",0,0
"character(0)768",6,0,0,6,1,2,3,0,2,0,1,1,2,2,3,1,"Positive",0,0
"character(0)769",1,3,0,2,0,1,3,0,0,1,0,2,1,11,0,0,"Positive",0,0
"character(0)770",4,0,0,1,3,0,1,1,0,1,0,3,3,1,0,1,"Positive",0,0
"character(0)771",0,1,0,2,0,5,2,1,0,3,0,1,2,0,2,2,"Positive",0,0
"character(0)772",5,1,0,2,0,3,0,2,1,1,1,0,3,2,0,4,"Positive",0,0
"character(0)773",2,0,0,0,1,0,6,1,0,1,0,0,4,0,0,0,"Positive",0,0
"character(0)774",0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,"Positive",0,0
"character(0)775",0,1,0,0,0,2,2,0,1,0,1,0,0,0,0,3,"Positive",0,0
"character(0)776",1,0,0,1,0,4,1,3,0,2,0,7,3,0,0,0,"Positive",0,0
"character(0)777",2,1,0,0,3,1,1,2,2,2,0,1,1,0,0,1,"Positive",0,0
"character(0)778",2,0,0,0,1,2,1,0,1,0,0,0,0,0,2,1,"Positive",0,0
"character(0)779",1,1,0,1,1,3,8,1,0,1,0,0,0,1,1,0,"Positive",0,0
"character(0)780",8,0,0,2,1,2,0,1,4,1,1,1,1,1,2,1,"Positive",0,0
"character(0)781",1,0,0,0,0,2,4,1,0,0,1,0,0,0,0,1,"Positive",0,0
"character(0)782",1,2,0,2,0,3,1,1,0,0,0,3,3,1,0,2,"Positive",0,0
"character(0)783",5,0,0,3,2,4,3,1,0,1,4,6,3,4,3,1,"Positive",0,0
"character(0)784",2,0,0,0,0,3,6,0,2,0,2,0,2,0,1,1,"Positive",0,0
"character(0)785",0,1,0,0,2,3,6,1,1,0,0,8,1,1,2,1,"Positive",0,0
"character(0)786",4,3,0,1,0,4,2,0,1,0,1,5,1,3,0,0,"Positive",0,0
"character(0)787",1,0,0,1,1,3,3,3,0,4,2,0,0,1,0,0,"Positive",0,0
"character(0)788",1,0,0,1,0,0,2,0,1,1,0,0,2,0,0,0,"Positive",0,0
"character(0)789",2,2,0,2,1,1,3,0,0,2,0,3,1,0,0,1,"Positive",0,0
"character(0)790",0,2,0,3,0,2,7,4,0,2,5,0,4,1,2,1,"Positive",0,0
"character(0)791",0,2,0,1,1,1,0,2,2,1,1,0,2,2,0,0,"Positive",0,0
"character(0)792",0,1,0,2,2,1,3,2,1,5,6,2,1,0,2,2,"Positive",0,0
"character(0)793",0,2,0,0,0,1,1,1,0,0,2,2,1,0,1,1,"Positive",0,0
"character(0)794",4,1,0,0,0,1,0,3,2,0,0,2,1,2,0,0,"Positive",0,0
"character(0)795",5,0,0,0,0,2,1,2,0,0,0,1,2,0,0,1,"Positive",0,0
"character(0)796",1,0,0,3,0,0,1,1,0,0,0,6,0,2,2,1,"Positive",0,0
"character(0)797",0,0,0,0,0,0,5,1,0,1,0,0,1,1,0,0,"Positive",0,0
"character(0)798",0,1,0,1,0,2,0,2,0,0,0,0,0,1,0,2,"Positive",0,0
"character(0)799",4,0,0,0,0,0,0,1,1,2,2,1,1,2,0,0,"Positive",0,0
"character(0)800",3,0,0,3,0,2,1,1,1,1,5,4,1,2,1,3,"Positive",0,0
"character(0)801",1,0,0,2,6,6,1,4,2,3,0,0,1,1,1,2,"Positive",0,0
"character(0)802",5,2,0,1,2,1,2,0,0,1,3,2,1,0,2,1,"Positive",0,0
"character(0)803",3,1,0,0,3,1,1,2,0,1,1,0,2,1,0,1,"Positive",0,0
"character(0)804",1,1,0,2,0,3,3,0,0,1,3,1,4,0,0,0,"Positive",0,0
"character(0)805",5,1,0,2,4,5,2,5,2,0,1,0,2,0,0,2,"Positive",0,0
"character(0)806",0,1,0,3,1,0,0,2,1,2,0,0,3,0,0,1,"Positive",0,0
"character(0)807",1,1,0,4,3,3,0,5,2,0,2,1,2,1,0,1,"Positive",0,0
"character(0)808",4,3,0,2,0,2,1,1,3,1,0,2,3,1,4,1,"Positive",0,0
"character(0)809",5,0,0,2,1,2,7,2,2,8,2,4,4,0,0,3,"Positive",0,0
"character(0)810",2,3,0,1,3,3,7,4,1,2,0,1,5,0,1,4,"Positive",0,0
"character(0)811",2,1,0,0,4,0,5,0,2,6,4,1,1,0,2,0,"Positive",0,0
"character(0)812",8,1,0,2,1,0,1,1,1,2,1,8,4,4,2,0,"Positive",0,0
"character(0)813",1,0,0,1,0,1,1,0,1,0,1,1,3,2,1,0,"Positive",0,0
"character(0)814",1,0,0,0,1,2,5,1,0,1,0,0,0,0,2,0,"Positive",0,0
"character(0)815",3,0,0,0,0,0,3,3,0,2,0,0,0,0,1,0,"Positive",0,0
"character(0)816",2,1,0,2,0,4,4,2,1,0,3,3,2,0,1,0,"Positive",0,0
"character(0)817",11,2,0,3,6,6,26,3,3,9,6,3,1,5,3,0,"Positive",0,0
"character(0)818",1,0,0,1,0,0,4,1,3,1,1,1,3,0,2,1,"Positive",0,0
"character(0)819",9,1,0,6,0,6,4,1,3,0,11,2,0,2,4,1,"Positive",0,0
"character(0)820",5,3,0,1,0,0,1,0,0,1,1,1,2,4,0,0,"Positive",0,0
"character(0)821",2,0,0,0,2,1,7,0,0,2,0,3,1,2,0,0,"Positive",0,0
"character(0)822",3,0,0,0,0,4,1,0,0,1,0,3,1,0,3,2,"Positive",0,0
"character(0)823",2,0,0,0,2,0,4,2,0,2,1,0,1,1,0,2,"Positive",0,0
"character(0)824",0,0,0,0,1,0,3,0,0,1,1,0,1,0,1,4,"Positive",0,0
"character(0)825",0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,"Positive",0,0
"character(0)826",2,0,0,0,0,5,1,0,1,5,1,1,1,2,1,0,"Positive",0,0
"character(0)827",4,0,0,0,5,1,0,1,0,0,0,1,1,2,2,0,"Positive",0,0
"character(0)828",1,1,0,1,0,1,5,0,3,1,3,0,0,2,0,1,"Positive",0,0
"character(0)829",1,2,0,1,1,2,1,0,0,0,0,1,2,5,2,0,"Positive",0,0
"character(0)830",2,1,0,3,0,1,0,0,7,5,1,2,0,2,2,1,"Positive",0,0
"character(0)831",0,1,0,1,0,1,2,0,0,2,0,1,2,0,2,0,"Positive",0,0
"character(0)832",5,0,0,1,2,1,2,0,0,1,0,1,2,0,0,0,"Positive",0,0
"character(0)833",4,2,0,4,2,2,3,1,0,1,0,4,1,0,4,1,"Positive",0,0
"character(0)834",2,1,0,1,0,2,1,1,2,0,0,2,1,0,1,0,"Positive",0,0
"character(0)835",0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,"Positive",0,0
"character(0)836",5,1,0,0,3,2,0,0,2,2,5,0,2,0,0,0,"Positive",0,0
"character(0)837",2,0,0,0,1,3,1,1,2,0,0,1,2,0,1,1,"Positive",0,0
"character(0)838",0,0,0,0,0,1,2,1,2,3,1,0,1,0,0,0,"Positive",0,0
"character(0)839",6,2,0,1,0,2,1,1,0,1,2,0,1,0,0,0,"Positive",0,0
"character(0)840",1,0,0,2,0,2,10,0,2,0,0,0,1,0,0,1,"Positive",0,0
"character(0)841",0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,"Positive",0,0
"character(0)842",0,1,0,1,0,1,11,1,0,1,1,1,1,1,0,0,"Positive",0,0
"character(0)843",3,1,0,1,0,0,2,0,0,0,0,2,1,0,0,0,"Positive",0,0
"character(0)844",1,0,0,0,1,3,2,2,0,1,3,0,0,0,1,1,"Positive",0,0
"character(0)845",1,0,0,4,0,2,1,3,1,3,2,0,5,1,2,1,"Positive",0,0
"character(0)846",0,2,0,3,0,2,6,1,1,1,5,0,7,1,1,2,"Positive",0,0
"character(0)847",2,0,0,0,2,0,3,0,0,0,5,1,0,1,0,0,"Positive",0,0
"character(0)848",2,0,0,4,0,0,11,0,1,2,3,1,1,1,0,0,"Positive",0,0
"character(0)849",6,0,0,1,3,1,1,0,0,1,0,1,1,0,1,0,"Positive",0,0
"character(0)850",7,0,0,2,2,2,4,0,2,4,6,0,0,12,1,0,"Positive",0,0
"character(0)851",0,0,0,0,0,1,0,1,2,1,1,1,1,0,0,2,"Positive",0,0
"character(0)852",0,1,0,1,0,0,1,2,0,1,0,2,2,0,1,1,"Positive",0,0
"character(0)853",0,0,0,1,1,0,5,0,0,0,3,1,1,2,2,1,"Positive",0,0
"character(0)854",0,2,0,3,1,4,1,2,3,6,0,0,1,10,0,0,"Positive",0,0
"character(0)855",0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,"Positive",0,0
"character(0)856",2,0,0,1,1,0,1,0,0,2,0,2,4,1,1,1,"Positive",0,0
"character(0)857",2,0,0,0,0,0,2,1,1,0,0,0,0,0,1,2,"Positive",0,0
"character(0)858",4,0,0,3,0,2,1,1,1,4,4,0,4,1,0,3,"Positive",0,0
"character(0)859",3,4,0,2,0,2,3,0,1,1,9,0,5,1,0,0,"Positive",0,0
"character(0)860",1,0,0,2,0,2,0,1,5,0,7,0,3,1,4,1,"Positive",0,0
"character(0)861",1,0,0,1,1,0,2,0,0,0,0,3,0,1,1,0,"Positive",0,0
"character(0)862",9,0,0,1,5,4,0,4,0,2,5,7,7,3,2,0,"Positive",0,0
"character(0)863",2,1,0,1,2,2,1,2,1,0,2,0,1,1,1,1,"Positive",0,0
"character(0)864",2,0,0,1,0,0,0,1,4,4,2,1,0,0,0,1,"Positive",0,0
"character(0)865",1,1,0,0,0,2,0,1,2,0,0,1,2,1,0,1,"Positive",0,0
"character(0)866",2,0,0,0,3,2,0,0,0,1,1,0,2,1,0,0,"Positive",0,0
"character(0)867",5,0,0,0,0,0,4,0,0,0,0,1,1,1,1,1,"Positive",0,0
"character(0)868",5,1,0,1,1,7,0,2,1,1,4,9,1,0,2,1,"Positive",0,0
